math_score,science_score,programming_skill,communication_skill,creativity,interest_area,experience_years,career
84,71,Medium,Medium,Low,Technology,0,QA Engineer
92,88,High,High,Low,Technology,1,DevOps Engineer (Junior)
94,90,High,High,Low,Technology,1,Data Scientist (Junior)
87,91,High,Medium,Low,Technology,0,Data Scientist (Junior)
95,84,Medium,Medium,Medium,Technology,1,Web Developer
81,83,High,Medium,Low,Technology,1,Backend Developer
75,90,High,High,Low,Technology,1,DevOps Engineer (Junior)
73,71,High,Medium,Low,Technology,0,Cyber Security Analyst
85,86,High,High,Low,Technology,1,Software Engineer
78,90,High,High,Low,Technology,1,Data Scientist (Junior)
93,93,Medium,Medium,Medium,Technology,0,Web Developer
92,84,Medium,High,High,Technology,0,Frontend Developer
74,95,High,Medium,Low,Technology,1,Cyber Security Analyst
89,91,High,Medium,Low,Technology,1,ML Engineer (Junior)
82,82,Medium,Medium,High,Technology,0,Frontend Developer
92,82,High,High,Low,Technology,1,DevOps Engineer (Junior)
86,81,High,Medium,Low,Technology,1,Data Scientist (Junior)
74,85,Medium,Medium,Low,Technology,5,Junior Software Engineer
82,80,High,High,Low,Technology,2,ML Engineer (Junior)
81,88,Medium,Medium,Low,Technology,0,QA Engineer
71,90,High,Medium,Low,Technology,5,ML Engineer (Junior)
90,93,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
90,94,Low,Medium,High,Technology,0,UI/UX Designer
83,71,Medium,Medium,High,Technology,0,Frontend Developer
80,79,High,High,Low,Technology,0,Backend Developer
85,86,Low,High,High,Technology,0,UI/UX Designer
76,72,High,High,Low,Technology,0,Cloud Engineer (Junior)
90,88,Medium,Medium,Low,Technology,0,QA Engineer
82,81,Medium,Medium,Low,Technology,2,Data Analyst
87,88,Medium,High,Medium,Technology,1,Web Developer
91,81,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
77,73,High,Medium,Low,Technology,0,Data Scientist (Junior)
94,90,High,High,Low,Technology,3,Cyber Security Analyst
74,83,Medium,High,High,Technology,5,Frontend Developer
80,82,Medium,High,High,Technology,2,Frontend Developer
84,71,Low,Medium,High,Technology,0,UI/UX Designer
74,79,High,Medium,Low,Technology,1,Data Scientist (Junior)
85,84,High,Medium,Low,Technology,3,ML Engineer (Junior)
77,75,Medium,Medium,Medium,Technology,0,Web Developer
79,70,Low,High,High,Technology,0,UI/UX Designer
70,80,Medium,Medium,Low,Technology,2,QA Engineer
89,91,High,High,Low,Technology,2,Backend Developer
79,89,Medium,High,High,Technology,1,Frontend Developer
89,81,High,Medium,Low,Technology,3,ML Engineer (Junior)
80,81,High,Medium,Low,Technology,3,Backend Developer
73,93,Medium,Medium,Low,Technology,5,QA Engineer
88,89,High,High,Low,Technology,0,Data Scientist (Junior)
73,76,High,High,Low,Technology,1,ML Engineer (Junior)
79,88,High,Medium,Low,Technology,0,ML Engineer (Junior)
74,72,Medium,High,Low,Technology,1,Junior Software Engineer
86,73,Medium,High,Low,Technology,0,QA Engineer
95,82,Medium,High,High,Technology,2,Frontend Developer
75,78,High,High,Low,Technology,2,DevOps Engineer (Junior)
79,89,High,High,Low,Technology,0,Software Engineer
80,82,Medium,High,Low,Technology,2,Data Analyst
80,91,Low,Medium,High,Technology,0,UI/UX Designer
73,90,Medium,Medium,Low,Technology,5,Junior Software Engineer
77,88,High,High,Low,Technology,0,Data Scientist (Junior)
81,70,Medium,High,Low,Technology,0,Data Analyst
78,76,Medium,High,Low,Technology,0,Data Analyst
74,75,High,Medium,Low,Technology,3,Cloud Engineer (Junior)
82,91,Medium,Medium,High,Technology,0,Frontend Developer
70,77,Medium,Medium,High,Technology,1,Frontend Developer
87,90,Medium,Medium,Low,Technology,2,QA Engineer
72,86,High,High,Low,Technology,0,Cyber Security Analyst
86,74,High,Medium,Low,Technology,1,Cyber Security Analyst
89,76,High,Medium,Low,Technology,1,Data Scientist (Junior)
71,90,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
84,89,Medium,Medium,High,Technology,1,Frontend Developer
81,93,High,Medium,Low,Technology,1,Data Scientist (Junior)
74,76,Low,High,High,Technology,1,UI/UX Designer
75,83,High,High,Low,Technology,5,Cloud Engineer (Junior)
71,89,High,High,Low,Technology,1,Backend Developer
90,81,High,Medium,Low,Technology,1,Cyber Security Analyst
71,81,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
83,93,High,High,Low,Technology,0,Data Scientist (Junior)
71,84,High,High,Low,Technology,1,Data Scientist (Junior)
72,76,Medium,High,Low,Technology,1,QA Engineer
95,84,High,Medium,Low,Technology,2,Data Scientist (Junior)
83,87,Medium,High,Low,Technology,1,Junior Software Engineer
83,84,Low,Medium,High,Technology,0,UI/UX Designer
81,71,Medium,High,Low,Technology,0,QA Engineer
79,71,Medium,High,Low,Technology,2,QA Engineer
70,84,High,High,Low,Technology,1,ML Engineer (Junior)
87,81,High,High,Low,Technology,2,Cloud Engineer (Junior)
77,92,High,Medium,Low,Technology,0,Cyber Security Analyst
85,71,Medium,High,Low,Technology,0,Junior Software Engineer
91,90,High,Medium,Low,Technology,0,Data Scientist (Junior)
92,75,Medium,Medium,Low,Technology,3,QA Engineer
70,86,Medium,High,Low,Technology,0,Junior Software Engineer
86,87,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
74,71,Medium,Medium,Low,Technology,0,Junior Software Engineer
93,71,Medium,High,Low,Technology,1,QA Engineer
73,76,Medium,High,Low,Technology,1,Junior Software Engineer
80,94,Medium,High,Low,Technology,1,Data Analyst
90,90,High,High,Low,Technology,5,Data Scientist (Junior)
87,90,Medium,High,Low,Technology,0,QA Engineer
93,79,High,Medium,Low,Technology,0,Cyber Security Analyst
94,73,High,High,Low,Technology,2,Backend Developer
70,71,High,Medium,Low,Technology,0,Software Engineer
84,95,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
79,78,High,High,Low,Technology,2,Software Engineer
76,86,Medium,Medium,Low,Technology,1,Data Analyst
72,83,Medium,High,Low,Technology,4,QA Engineer
95,88,Medium,Medium,High,Technology,3,Frontend Developer
72,89,High,Medium,Low,Technology,0,ML Engineer (Junior)
82,71,High,High,Low,Technology,1,Cyber Security Analyst
89,70,Medium,High,High,Technology,1,Frontend Developer
70,73,Medium,Medium,Medium,Technology,3,Web Developer
88,83,High,High,Low,Technology,2,Cloud Engineer (Junior)
77,94,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
87,75,Low,High,High,Technology,2,UI/UX Designer
79,89,Medium,High,Low,Technology,2,Junior Software Engineer
79,94,High,High,Low,Technology,0,Data Scientist (Junior)
80,94,High,High,Low,Technology,1,DevOps Engineer (Junior)
80,70,Medium,Medium,Medium,Technology,2,Web Developer
80,72,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
83,72,Medium,High,Low,Technology,0,QA Engineer
70,89,High,High,Low,Technology,0,Software Engineer
92,89,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
88,88,High,High,Low,Technology,0,ML Engineer (Junior)
72,73,Medium,High,Medium,Technology,0,Web Developer
78,76,High,High,Low,Technology,1,DevOps Engineer (Junior)
84,91,Medium,High,Low,Technology,1,QA Engineer
70,89,Low,High,High,Technology,1,UI/UX Designer
74,81,High,High,Low,Technology,1,Backend Developer
76,83,High,High,Low,Technology,1,Cloud Engineer (Junior)
82,91,Medium,Medium,High,Technology,0,Frontend Developer
95,72,Medium,Medium,Medium,Technology,3,Web Developer
84,80,Medium,Medium,Low,Technology,1,Junior Software Engineer
83,88,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
85,83,High,High,Low,Technology,2,Cloud Engineer (Junior)
94,79,Medium,High,Low,Technology,0,Junior Software Engineer
93,86,Low,High,High,Technology,1,UI/UX Designer
82,82,Medium,Medium,Low,Technology,0,Junior Software Engineer
74,76,Medium,High,Low,Technology,0,Junior Software Engineer
75,79,Medium,Medium,Medium,Technology,0,Web Developer
84,92,Medium,High,Low,Technology,1,QA Engineer
72,86,Medium,High,Low,Technology,4,Data Analyst
88,85,High,High,Low,Technology,1,Data Scientist (Junior)
72,72,Medium,Medium,Low,Technology,2,QA Engineer
95,72,Medium,Medium,High,Technology,1,Frontend Developer
72,91,Medium,Medium,Medium,Technology,3,Web Developer
86,77,Medium,Medium,Low,Technology,1,Junior Software Engineer
87,74,High,Medium,Low,Technology,4,Cyber Security Analyst
83,80,High,Medium,Low,Technology,0,Software Engineer
85,86,High,High,Low,Technology,2,Software Engineer
89,84,High,Medium,Low,Technology,0,Software Engineer
81,94,Medium,Medium,Low,Technology,0,Data Analyst
77,89,Medium,High,Low,Technology,1,Junior Software Engineer
94,83,Medium,Medium,Low,Technology,0,Data Analyst
78,75,Medium,Medium,Low,Technology,2,Junior Software Engineer
88,70,Medium,High,Low,Technology,1,Data Analyst
78,89,Medium,High,Low,Technology,0,Junior Software Engineer
94,84,Low,Medium,High,Technology,1,UI/UX Designer
92,85,Medium,High,Low,Technology,0,Data Analyst
86,77,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
89,74,High,Medium,Low,Technology,1,ML Engineer (Junior)
81,91,Medium,High,Low,Technology,0,Data Analyst
82,78,Low,Medium,High,Technology,5,UI/UX Designer
81,83,Medium,High,Low,Technology,0,Junior Software Engineer
74,94,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
81,85,High,High,Low,Technology,0,DevOps Engineer (Junior)
85,84,High,High,Low,Technology,0,Cyber Security Analyst
78,88,Medium,Medium,High,Technology,0,Frontend Developer
80,75,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
85,87,Medium,High,Low,Technology,4,Junior Software Engineer
84,75,Medium,Medium,Medium,Technology,1,Web Developer
77,83,Medium,Medium,Low,Technology,0,Junior Software Engineer
74,74,High,Medium,Low,Technology,1,Software Engineer
90,81,High,High,Low,Technology,3,Software Engineer
85,74,Medium,High,Low,Technology,0,Junior Software Engineer
79,77,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
87,74,Medium,Medium,Medium,Technology,0,Web Developer
73,91,High,High,Low,Technology,0,Data Scientist (Junior)
94,78,Medium,Medium,Low,Technology,2,Junior Software Engineer
95,80,High,High,Low,Technology,1,Software Engineer
81,88,High,Medium,Low,Technology,1,Data Scientist (Junior)
88,74,High,Medium,Low,Technology,1,ML Engineer (Junior)
81,82,Medium,High,Low,Technology,0,QA Engineer
80,82,High,High,Low,Technology,1,ML Engineer (Junior)
82,88,Medium,Medium,Low,Technology,2,Data Analyst
85,70,Medium,High,High,Technology,1,Frontend Developer
80,72,Low,Medium,High,Technology,4,UI/UX Designer
79,89,Medium,High,Low,Technology,3,Junior Software Engineer
77,82,High,High,Low,Technology,3,Cloud Engineer (Junior)
75,81,High,Medium,Low,Technology,1,Cyber Security Analyst
85,79,High,Medium,Low,Technology,0,Cyber Security Analyst
90,92,Medium,Medium,Medium,Technology,0,Web Developer
80,90,Medium,Medium,Low,Technology,2,QA Engineer
93,87,Medium,High,High,Technology,5,Frontend Developer
80,91,Medium,Medium,Low,Technology,2,QA Engineer
75,90,High,High,Low,Technology,1,DevOps Engineer (Junior)
72,77,High,High,Low,Technology,1,Cloud Engineer (Junior)
95,88,High,High,Low,Technology,1,Data Scientist (Junior)
84,84,High,Medium,Low,Technology,2,ML Engineer (Junior)
78,94,Medium,Medium,Low,Technology,5,Data Analyst
90,82,Medium,Medium,Medium,Technology,1,Web Developer
78,82,High,High,Low,Technology,0,Data Scientist (Junior)
77,82,High,Medium,Low,Technology,1,Cyber Security Analyst
92,93,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
95,81,Medium,High,High,Technology,1,Frontend Developer
77,70,High,High,Low,Technology,2,DevOps Engineer (Junior)
79,83,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
86,95,Medium,High,Low,Technology,0,QA Engineer
76,92,High,High,Low,Technology,3,Cloud Engineer (Junior)
80,78,Medium,Medium,Low,Technology,0,Data Analyst
75,82,Medium,High,Low,Technology,1,QA Engineer
80,88,Medium,Medium,Low,Technology,0,Junior Software Engineer
89,88,High,High,Low,Technology,0,Cloud Engineer (Junior)
89,73,High,High,Low,Technology,1,Cyber Security Analyst
94,76,High,Medium,Low,Technology,1,Software Engineer
83,86,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
90,86,High,High,Low,Technology,1,Cloud Engineer (Junior)
72,90,High,High,Low,Technology,0,Software Engineer
70,80,High,High,Low,Technology,3,Cyber Security Analyst
81,86,Medium,Medium,Medium,Technology,2,Web Developer
93,82,High,High,Low,Technology,0,Data Scientist (Junior)
89,73,High,Medium,Low,Technology,0,Cyber Security Analyst
86,75,Medium,High,Low,Technology,1,Data Analyst
89,73,High,Medium,Low,Technology,3,Data Scientist (Junior)
88,75,High,High,Low,Technology,0,Cyber Security Analyst
74,82,High,High,Low,Technology,0,Data Scientist (Junior)
75,79,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
93,78,Medium,High,Medium,Technology,0,Web Developer
70,93,High,High,Low,Technology,2,Cyber Security Analyst
94,82,Medium,Medium,Low,Technology,0,QA Engineer
95,78,Medium,Medium,Low,Technology,0,QA Engineer
88,79,High,Medium,Low,Technology,3,Software Engineer
76,78,High,High,Low,Technology,1,Backend Developer
74,78,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
95,79,Medium,High,Low,Technology,1,QA Engineer
80,75,Medium,Medium,Medium,Technology,0,Web Developer
82,75,Low,Medium,High,Technology,1,UI/UX Designer
89,92,Medium,Medium,Low,Technology,0,QA Engineer
93,73,High,High,Low,Technology,1,Cloud Engineer (Junior)
79,87,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
75,79,High,Medium,Low,Technology,0,ML Engineer (Junior)
70,84,High,High,Low,Technology,1,DevOps Engineer (Junior)
94,77,Medium,High,Low,Technology,0,Junior Software Engineer
85,72,Medium,Medium,Low,Technology,0,Data Analyst
80,84,High,High,Low,Technology,3,ML Engineer (Junior)
84,93,Low,Medium,High,Technology,0,UI/UX Designer
75,94,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
89,93,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
90,86,Medium,High,Low,Technology,0,Junior Software Engineer
83,72,Low,High,High,Technology,0,UI/UX Designer
75,79,Medium,High,Medium,Technology,1,Web Developer
85,86,High,High,Low,Technology,1,Software Engineer
72,95,Medium,Medium,High,Technology,1,Frontend Developer
76,70,High,Medium,Low,Technology,0,Software Engineer
71,90,High,Medium,Low,Technology,2,Data Scientist (Junior)
95,86,High,High,Low,Technology,0,Cloud Engineer (Junior)
79,91,High,Medium,Low,Technology,0,ML Engineer (Junior)
80,76,High,High,Low,Technology,1,DevOps Engineer (Junior)
82,86,Medium,Medium,Low,Technology,0,Data Analyst
77,89,High,High,Low,Technology,0,Cloud Engineer (Junior)
70,83,High,High,Low,Technology,1,Backend Developer
74,70,High,Medium,Low,Technology,3,Cloud Engineer (Junior)
89,76,Medium,High,Low,Technology,3,QA Engineer
78,72,Low,High,High,Technology,0,UI/UX Designer
94,87,Medium,High,Low,Technology,0,Junior Software Engineer
74,76,High,High,Low,Technology,0,Data Scientist (Junior)
76,84,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
75,89,Medium,High,High,Technology,1,Frontend Developer
90,85,Medium,Medium,Low,Technology,2,Data Analyst
85,72,Low,Medium,High,Technology,0,UI/UX Designer
90,73,Medium,Medium,Medium,Technology,2,Web Developer
92,85,High,Medium,Low,Technology,1,Data Scientist (Junior)
73,90,Medium,High,Low,Technology,0,QA Engineer
83,85,Medium,Medium,High,Technology,1,Frontend Developer
84,71,High,Medium,Low,Technology,1,Data Scientist (Junior)
91,92,Medium,High,Low,Technology,0,Data Analyst
84,84,Medium,High,Low,Technology,0,Junior Software Engineer
84,89,High,High,Low,Technology,0,Software Engineer
80,95,High,Medium,Low,Technology,0,Cyber Security Analyst
84,84,High,High,Low,Technology,3,DevOps Engineer (Junior)
82,81,High,Medium,Low,Technology,0,Cyber Security Analyst
84,92,High,High,Low,Technology,0,Software Engineer
86,84,Medium,Medium,Low,Technology,3,QA Engineer
89,95,Medium,Medium,Low,Technology,0,Junior Software Engineer
86,84,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
95,91,High,Medium,Low,Technology,5,Data Scientist (Junior)
83,76,High,High,Low,Technology,1,Cyber Security Analyst
90,81,Medium,High,Low,Technology,1,Data Analyst
83,75,High,High,Low,Technology,0,DevOps Engineer (Junior)
94,73,High,High,Low,Technology,1,Cloud Engineer (Junior)
84,78,High,Medium,Low,Technology,0,Software Engineer
77,78,High,Medium,Low,Technology,2,Data Scientist (Junior)
76,73,Medium,Medium,Low,Technology,3,Junior Software Engineer
95,71,High,High,Low,Technology,0,Data Scientist (Junior)
94,94,High,High,Low,Technology,1,Backend Developer
86,83,High,Medium,Low,Technology,0,Software Engineer
93,83,High,High,Low,Technology,2,Backend Developer
95,73,High,Medium,Low,Technology,0,Backend Developer
90,83,High,Medium,Low,Technology,3,Cyber Security Analyst
72,91,High,Medium,Low,Technology,0,Backend Developer
84,73,Medium,Medium,Low,Technology,0,Junior Software Engineer
86,92,Medium,High,Low,Technology,3,Data Analyst
87,87,High,High,Low,Technology,0,Cloud Engineer (Junior)
71,73,High,High,Low,Technology,2,Software Engineer
85,76,Medium,High,High,Technology,1,Frontend Developer
78,81,High,Medium,Low,Technology,0,Cyber Security Analyst
70,84,High,High,Low,Technology,4,Software Engineer
71,81,Medium,Medium,Low,Technology,0,Data Analyst
73,82,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
86,71,High,High,Low,Technology,1,Cyber Security Analyst
78,72,Low,High,High,Technology,1,UI/UX Designer
71,70,Low,Medium,High,Technology,0,UI/UX Designer
91,88,Medium,Medium,Low,Technology,1,Junior Software Engineer
90,74,Medium,Medium,Low,Technology,1,QA Engineer
76,78,High,Medium,Low,Technology,0,ML Engineer (Junior)
94,72,Medium,Medium,Low,Technology,3,QA Engineer
88,70,Medium,High,Low,Technology,0,Junior Software Engineer
91,87,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
85,88,Medium,Medium,Low,Technology,0,QA Engineer
72,93,Medium,High,Low,Technology,5,QA Engineer
81,73,Medium,Medium,Low,Technology,0,Junior Software Engineer
92,81,High,Medium,Low,Technology,1,Cyber Security Analyst
82,94,Low,Medium,High,Technology,1,UI/UX Designer
74,95,High,Medium,Low,Technology,0,Cyber Security Analyst
75,87,Medium,Medium,High,Technology,5,Frontend Developer
78,93,Medium,High,Low,Technology,0,Junior Software Engineer
71,92,Medium,High,High,Technology,4,Frontend Developer
86,77,Medium,High,Low,Technology,4,Data Analyst
70,79,High,High,Low,Technology,1,DevOps Engineer (Junior)
81,74,Medium,High,Low,Technology,1,Data Analyst
87,93,Medium,Medium,Low,Technology,1,QA Engineer
79,89,Medium,High,Medium,Technology,2,Web Developer
91,93,High,High,Low,Technology,1,Data Scientist (Junior)
81,71,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
88,93,High,High,Low,Technology,0,Backend Developer
94,89,Medium,Medium,Low,Technology,0,Data Analyst
72,93,High,High,Low,Technology,1,Cyber Security Analyst
79,77,High,Medium,Low,Technology,3,Backend Developer
86,86,Medium,High,Low,Technology,0,Junior Software Engineer
90,71,High,High,Low,Technology,3,ML Engineer (Junior)
79,92,Medium,Medium,Low,Technology,0,Data Analyst
86,73,Low,High,High,Technology,0,UI/UX Designer
95,91,High,High,Low,Technology,2,ML Engineer (Junior)
77,75,High,High,Low,Technology,0,Data Scientist (Junior)
92,94,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
76,91,High,High,Low,Technology,0,ML Engineer (Junior)
80,79,Medium,Medium,High,Technology,2,Frontend Developer
93,76,Medium,High,High,Technology,2,Frontend Developer
76,83,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
86,78,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
78,92,Medium,Medium,Medium,Technology,0,Web Developer
86,87,Medium,Medium,Low,Technology,2,QA Engineer
79,79,High,Medium,Low,Technology,0,Software Engineer
91,91,High,High,Low,Technology,0,Cloud Engineer (Junior)
84,87,Medium,High,Low,Technology,0,Junior Software Engineer
83,84,Medium,Medium,Low,Technology,1,Junior Software Engineer
93,80,High,Medium,Low,Technology,1,Data Scientist (Junior)
91,92,Medium,Medium,High,Technology,5,Frontend Developer
77,71,High,High,Low,Technology,2,Backend Developer
95,72,High,Medium,Low,Technology,0,ML Engineer (Junior)
78,70,High,High,Low,Technology,1,DevOps Engineer (Junior)
93,81,High,High,Low,Technology,0,Backend Developer
87,83,High,High,Low,Technology,1,Software Engineer
91,78,Medium,High,Low,Technology,2,QA Engineer
92,88,High,High,Low,Technology,2,Data Scientist (Junior)
75,77,High,High,Low,Technology,5,Backend Developer
85,94,High,Medium,Low,Technology,1,ML Engineer (Junior)
83,86,Medium,High,Low,Technology,0,Data Analyst
93,80,High,Medium,Low,Technology,1,Backend Developer
78,88,High,High,Low,Technology,1,Cloud Engineer (Junior)
75,88,High,High,Low,Technology,2,Backend Developer
80,84,High,Medium,Low,Technology,1,ML Engineer (Junior)
77,89,Medium,High,Low,Technology,1,Data Analyst
92,75,High,High,Low,Technology,2,Software Engineer
78,95,High,High,Low,Technology,1,ML Engineer (Junior)
76,76,Medium,High,Low,Technology,0,QA Engineer
78,76,Medium,High,Low,Technology,0,Data Analyst
80,76,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
89,90,High,High,Low,Technology,0,Software Engineer
84,70,High,Medium,Low,Technology,1,Software Engineer
83,78,High,High,Low,Technology,0,Data Scientist (Junior)
77,75,Low,Medium,High,Technology,0,UI/UX Designer
84,73,High,High,Low,Technology,0,Data Scientist (Junior)
90,71,Medium,Medium,Low,Technology,0,QA Engineer
88,86,High,Medium,Low,Technology,1,Data Scientist (Junior)
80,95,Medium,High,Low,Technology,0,Data Analyst
88,70,Low,Medium,High,Technology,0,UI/UX Designer
76,84,Medium,Medium,Low,Technology,0,QA Engineer
79,72,High,High,Low,Technology,0,Data Scientist (Junior)
72,81,Medium,Medium,High,Technology,1,Frontend Developer
93,88,High,Medium,Low,Technology,0,Backend Developer
72,93,High,Medium,Low,Technology,0,Data Scientist (Junior)
76,76,High,High,Low,Technology,2,Backend Developer
85,86,Low,High,High,Technology,1,UI/UX Designer
76,76,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
78,88,Low,Medium,High,Technology,0,UI/UX Designer
84,82,High,Medium,Low,Technology,2,Data Scientist (Junior)
93,77,High,High,Low,Technology,0,Backend Developer
83,93,Medium,High,Low,Technology,1,QA Engineer
93,92,Medium,High,Low,Technology,0,Data Analyst
70,79,Medium,Medium,Low,Technology,3,QA Engineer
84,95,Medium,Medium,Low,Technology,1,Junior Software Engineer
80,87,Medium,High,Low,Technology,0,Junior Software Engineer
91,73,High,Medium,Low,Technology,1,Data Scientist (Junior)
73,87,Medium,Medium,Low,Technology,0,Junior Software Engineer
84,86,High,Medium,Low,Technology,0,Backend Developer
82,86,Medium,High,Medium,Technology,1,Web Developer
76,83,Medium,Medium,Medium,Technology,0,Web Developer
92,92,High,High,Low,Technology,1,Backend Developer
94,84,Low,High,High,Technology,1,UI/UX Designer
87,84,High,Medium,Low,Technology,1,Software Engineer
76,82,High,Medium,Low,Technology,1,Backend Developer
76,87,Medium,Medium,High,Technology,3,Frontend Developer
88,92,High,High,Low,Technology,2,DevOps Engineer (Junior)
92,93,Medium,High,High,Technology,0,Frontend Developer
72,81,High,Medium,Low,Technology,0,Data Scientist (Junior)
77,70,High,High,Low,Technology,1,ML Engineer (Junior)
70,72,High,Medium,Low,Technology,0,ML Engineer (Junior)
84,88,High,Medium,Low,Technology,0,Data Scientist (Junior)
70,78,Medium,High,Low,Technology,3,Data Analyst
84,85,High,High,Low,Technology,0,Backend Developer
81,76,Medium,Medium,High,Technology,1,Frontend Developer
79,71,Medium,Medium,Low,Technology,2,Data Analyst
74,74,Low,Medium,High,Technology,1,UI/UX Designer
72,90,High,High,Low,Technology,2,Software Engineer
77,83,High,High,Low,Technology,0,Cyber Security Analyst
70,92,High,Medium,Low,Technology,2,ML Engineer (Junior)
79,72,High,High,Low,Technology,1,Backend Developer
81,74,High,High,Low,Technology,2,Cloud Engineer (Junior)
93,71,High,Medium,Low,Technology,2,Cyber Security Analyst
75,94,High,High,Low,Technology,1,Backend Developer
78,74,High,Medium,Low,Technology,2,ML Engineer (Junior)
77,76,Medium,High,Low,Technology,2,Data Analyst
90,91,Medium,High,Low,Technology,1,Data Analyst
78,93,Medium,High,Low,Technology,1,QA Engineer
95,95,Medium,Medium,High,Technology,0,Frontend Developer
85,80,Medium,High,Low,Technology,1,Junior Software Engineer
76,85,Medium,High,Low,Technology,1,QA Engineer
91,95,Medium,High,Low,Technology,0,Data Analyst
92,89,High,Medium,Low,Technology,3,Data Scientist (Junior)
70,91,High,High,Low,Technology,2,ML Engineer (Junior)
91,86,Medium,High,Medium,Technology,2,Web Developer
82,74,High,Medium,Low,Technology,4,Backend Developer
91,85,Low,Medium,High,Technology,2,UI/UX Designer
89,73,High,Medium,Low,Technology,0,Data Scientist (Junior)
83,92,High,Medium,Low,Technology,0,Software Engineer
88,95,High,Medium,Low,Technology,0,Data Scientist (Junior)
77,90,High,Medium,Low,Technology,2,Backend Developer
73,77,Medium,Medium,High,Technology,3,Frontend Developer
79,83,High,High,Low,Technology,0,DevOps Engineer (Junior)
92,83,High,High,Low,Technology,2,Cloud Engineer (Junior)
86,93,Medium,High,Medium,Technology,1,Web Developer
77,95,High,High,Low,Technology,1,Software Engineer
94,83,High,Medium,Low,Technology,1,Cyber Security Analyst
73,74,High,Medium,Low,Technology,3,ML Engineer (Junior)
93,95,High,High,Low,Technology,1,Backend Developer
81,82,Medium,Medium,Low,Technology,0,Junior Software Engineer
77,79,High,Medium,Low,Technology,3,Data Scientist (Junior)
78,84,High,High,Low,Technology,2,DevOps Engineer (Junior)
88,79,Medium,Medium,Low,Technology,3,QA Engineer
78,95,Medium,Medium,High,Technology,1,Frontend Developer
93,81,High,High,Low,Technology,0,DevOps Engineer (Junior)
89,91,Medium,High,Low,Technology,1,Junior Software Engineer
70,86,High,High,Low,Technology,2,Cyber Security Analyst
92,70,Medium,Medium,Low,Technology,1,Data Analyst
92,94,High,High,Low,Technology,1,ML Engineer (Junior)
91,73,Medium,Medium,Low,Technology,2,Junior Software Engineer
71,92,High,High,Low,Technology,1,Cloud Engineer (Junior)
70,91,High,Medium,Low,Technology,0,Software Engineer
90,70,High,High,Low,Technology,1,Data Scientist (Junior)
94,94,High,High,Low,Technology,1,Cloud Engineer (Junior)
92,78,Medium,High,Medium,Technology,1,Web Developer
86,86,Medium,Medium,Low,Technology,3,QA Engineer
88,85,Medium,High,High,Technology,3,Frontend Developer
91,92,High,High,Low,Technology,1,ML Engineer (Junior)
81,88,Medium,Medium,Low,Technology,2,QA Engineer
89,89,Low,High,High,Technology,1,UI/UX Designer
81,84,Medium,High,Low,Technology,3,Junior Software Engineer
82,83,Medium,Medium,Low,Technology,0,QA Engineer
83,72,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
82,86,Low,High,High,Technology,5,UI/UX Designer
83,77,Low,High,High,Technology,3,UI/UX Designer
87,84,Medium,High,Low,Technology,1,Junior Software Engineer
78,78,Medium,High,Medium,Technology,3,Web Developer
81,75,High,Medium,Low,Technology,0,Software Engineer
82,81,High,High,Low,Technology,0,Software Engineer
85,74,High,Medium,Low,Technology,0,Software Engineer
79,94,Low,High,High,Technology,2,UI/UX Designer
95,90,High,Medium,Low,Technology,0,Data Scientist (Junior)
82,91,High,Medium,Low,Technology,1,Software Engineer
94,92,Medium,Medium,Low,Technology,2,Data Analyst
80,77,Low,High,High,Technology,3,UI/UX Designer
93,75,High,High,Low,Technology,1,Backend Developer
83,92,High,High,Low,Technology,0,DevOps Engineer (Junior)
